time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
1970/01/01/08:23:02.866000,69089,1382,847000000,,0.630462266105,-0.29020032062,0.0263375838356,0.000227935800988,0.999999703578,0.000699776389758,0.000226279948275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:02.866000,69090,1382,867000000,,0.630462249024,-0.290200331975,0.0263375943391,0.000227980782671,0.999999703578,0.00069977177709,0.000226249445093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:02.893000,69091,1382,887000000,,0.630462252642,-0.290200347196,0.0263375913326,0.000227960044699,0.999999703571,0.000699777194873,0.000226282049206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:02.930000,69092,1382,907000000,,0.630462255193,-0.290200347929,0.0263375927998,0.000227953302757,0.999999703575,0.000699774955458,0.000226277234841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:02.930000,69093,1382,927000000,,0.630462267157,-0.290200305899,0.0263375929708,0.00022795923172,0.999999703562,0.000699788783788,0.000226286480984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:02.957000,69094,1382,947000000,,0.630462261927,-0.290200299135,0.0263376637332,0.000227936004549,0.999999703601,0.000699749045968,0.000226263641857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:02.967000,69095,1382,967000000,,0.630462257857,-0.290200339161,0.0263375872415,0.000227952303216,0.999999703589,0.000699759753662,0.000226266627174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:03.008000,69096,1382,987000000,,0.630462261008,-0.290200331675,0.0263375850544,0.000227956683031,0.999999703573,0.00069977886,0.000226272514283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:03.027000,69097,1383,7000000,,0.630462261764,-0.290200301381,0.0263375903419,0.000227951669581,0.99999970356,0.000699797894329,0.000226278057005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:23:03.027000,69098,1383,27000000,,0.630462262111,-0.29020031192,0.0263375944677,0.000227931816496,0.99999970358,0.000699776537497,0.000226271551094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
