time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
1970/01/01/08:32:51.382000,98515,1971,367000000,,0.501488620423,-0.239079467868,0.0294865887116,-0.000498887520472,0.999995750171,0.00268699187051,0.00101529594713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.387000,98516,1971,387000000,,0.501488621427,-0.239079464024,0.029486586334,-0.000498846312462,0.999995750171,0.00268699663639,0.00101530366252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.412000,98517,1971,407000000,,0.501488611474,-0.239079498992,0.0294865315457,-0.000498823980865,0.999995750165,0.00268700521317,0.00101529805478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.438000,98518,1971,427000000,,0.501488621986,-0.239079501206,0.029486524885,-0.000498852010077,0.999995750107,0.00268701200385,0.00101532265966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.454000,98519,1971,447000000,,0.501488613155,-0.239079474146,0.0294865358278,-0.000498836954237,0.999995750074,0.00268703454251,0.00101530369407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.478000,98520,1971,467000000,,0.501488621317,-0.239079474164,0.0294865343954,-0.000498857628182,0.999995750053,0.00268703427062,0.00101531475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.516000,98521,1971,487000000,,0.501488614347,-0.239079490723,0.0294865359986,-0.000498864842717,0.999995750097,0.00268701865525,0.00101530925342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.516000,98522,1971,507000000,,0.501488617074,-0.239079486542,0.0294865340723,-0.00049882220375,0.999995750088,0.00268702593995,0.00101531969012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.542000,98523,1971,527000000,,0.501488612319,-0.239079483278,0.0294865934422,-0.000498827890103,0.999995750262,0.00268697247895,0.00101528695262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.547000,98524,1971,547000000,,0.5014886205,-0.23907948637,0.0294865882933,-0.000498873466759,0.999995750209,0.00268697645484,0.00101530650737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.578000,98525,1971,567000000,,0.501488612013,-0.239079478977,0.0294865308139,-0.000498846170621,0.999995750042,0.00268704136011,0.00101531262973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.601000,98526,1971,587000000,,0.501488617063,-0.239079481614,0.0294865318895,-0.000498841724135,0.999995750084,0.00268702914158,0.00101530537531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.620000,98527,1971,607000000,,0.501488617972,-0.239079497943,0.0294865304085,-0.000498852718859,0.999995750131,0.0026870079029,0.001015310326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.645000,98528,1971,627000000,,0.50148861916,-0.239079493243,0.0294865307107,-0.000498826521443,0.999995750114,0.00268701720742,0.00101531459281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.675000,98529,1971,647000000,,0.501488607909,-0.2390795015,0.0294865371464,-0.00049880458849,0.999995750111,0.00268702462503,0.0010153086894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.675000,98530,1971,667000000,,0.501488613021,-0.239079506494,0.0294865349194,-0.000498851784907,0.999995750088,0.00268702122223,0.00101531757401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.702000,98531,1971,687000000,,0.501488617069,-0.239079476647,0.0294865368997,-0.000498857763739,0.999995750065,0.00268702948781,0.00101531571364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.707000,98532,1971,707000000,,0.501488613253,-0.239079473443,0.0294865906599,-0.000498841595832,0.999995750222,0.00268698544466,0.00101528559613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.737000,98533,1971,727000000,,0.501488619532,-0.239079504401,0.0294865260542,-0.000498838870432,0.999995750147,0.00268700256081,0.00101531526573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.763000,98534,1971,747000000,,0.501488618348,-0.239079500163,0.0294865284384,-0.000498833526868,0.999995750126,0.0026870126935,0.00101531132612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.791000,98535,1971,767000000,,0.50148861748,-0.239079468052,0.0294865344466,-0.000498834741072,0.999995750043,0.00268704265317,0.00101531370995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.791000,98536,1971,787000000,,0.501488620401,-0.239079476537,0.0294865354468,-0.000498873413946,0.999995750066,0.00268702798135,0.00101531096923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.817000,98537,1971,807000000,,0.50148861475,-0.239079490943,0.0294865356264,-0.000498857690747,0.999995750096,0.00268701949209,0.00101531099674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.827000,98538,1971,827000000,,0.501488615062,-0.23907948556,0.0294865338383,-0.000498818292962,0.999995750088,0.00268702769239,0.00101531669663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.856000,98539,1971,847000000,,0.501488611527,-0.239079484528,0.0294865931375,-0.000498833751639,0.999995750265,0.00268697027118,0.00101528685033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.882000,98540,1971,867000000,,0.501488620236,-0.2390794866,0.0294865883425,-0.000498872838912,0.99999575021,0.00268697623412,0.00101530589435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.910000,98541,1971,887000000,,0.50148861299,-0.239079477877,0.0294865310296,-0.00049884209903,0.999995750038,0.00268704309587,0.0010153135362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.910000,98542,1971,907000000,,0.501488618641,-0.239079481558,0.0294865319644,-0.000498845344253,0.999995750081,0.0026870288432,0.00101530728903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.940000,98543,1971,927000000,,0.501488618334,-0.2390794983,0.029486530717,-0.000498853119724,0.999995750132,0.00268700721327,0.00101531045023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.948000,98544,1971,947000000,,0.501488618551,-0.239079492732,0.0294865305288,-0.000498824217762,0.999995750114,0.00268701809513,0.00101531410633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:32:51.971000,98545,1971,967000000,,0.50148860662,-0.239079501781,0.0294865369222,-0.00049880573317,0.999995750114,0.00268702409063,0.00101530733266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
