time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z,.wrench.force.x,.wrench.force.y,.wrench.force.z,.wrench.torque.x,.wrench.torque.y,.wrench.torque.z
1970/01/01/08:08:57.312000,26812,537,307000000,,0.60027472604,0.249437479414,0.0242518743853,0.000347462733156,0.999999837349,0.000272338336852,-0.00036111505986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.339000,26813,537,327000000,,0.600274725948,0.249437476599,0.0242518709581,0.000347456595961,0.999999837352,0.000272330168054,-0.000361117485206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.370000,26814,537,347000000,,0.60027472775,0.249437472295,0.0242518701318,0.000347451414984,0.999999837355,0.000272326176893,-0.000361118282268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.371000,26815,537,367000000,,0.600274745118,0.249437433905,0.0242518264083,0.000347492739884,0.999999837335,0.000272323569979,-0.000361136188182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.404000,26816,537,387000000,,0.600274741365,0.249437446053,0.0242518689063,0.000347473912043,0.99999983735,0.00027231757162,-0.000361115070714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.407000,26817,537,407000000,,0.600274744083,0.249437445626,0.0242518663586,0.000347483256593,0.999999837348,0.000272319887612,-0.000361110402607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.436000,26818,537,427000000,,0.600274734185,0.249437458198,0.0242518310931,0.000347470553839,0.999999837338,0.000272343827316,-0.000361133577798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.470000,26819,537,447000000,,0.600274738141,0.249437444832,0.0242518379312,0.000347484788992,0.999999837335,0.000272334861863,-0.000361135635843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.470000,26820,537,467000000,,0.60027473678,0.249437458286,0.0242518696699,0.000347464167952,0.999999837355,0.000272313987127,-0.000361113815259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.503000,26821,537,487000000,,0.600274740532,0.249437458847,0.0242518668646,0.000347468810158,0.999999837354,0.000272319125025,-0.000361108914977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.507000,26822,537,507000000,,0.600274733187,0.249437460488,0.0242518301829,0.000347475348611,0.999999837335,0.000272345187203,-0.000361135441588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.535000,26823,537,527000000,,0.600274735266,0.249437456452,0.0242518268286,0.000347469254452,0.999999837339,0.000272342097047,-0.000361132661164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.570000,26824,537,547000000,,0.600274736784,0.249437452288,0.024251826592,0.000347467971011,0.99999983734,0.00027233788531,-0.000361135193032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.570000,26825,537,567000000,,0.600274742342,0.249437439435,0.0242518309945,0.000347487754572,0.999999837336,0.000272327437603,-0.000361134841416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.603000,26826,537,587000000,,0.600274750525,0.249437428108,0.0242518338821,0.000347487699529,0.999999837339,0.000272322992984,-0.000361129348267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.606000,26827,537,607000000,,0.60027475218,0.249437427938,0.0242518315348,0.000347496791291,0.999999837336,0.000272327302758,-0.000361126100021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.640000,26828,537,627000000,,0.600274723855,0.249437478332,0.0242518748086,0.000347461500295,0.999999837348,0.000272337323303,-0.000361117532093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.669000,26829,537,647000000,,0.600274726282,0.249437476911,0.02425187086,0.000347457703694,0.999999837352,0.000272330528513,-0.000361117164579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.669000,26830,537,667000000,,0.600274746089,0.24943743812,0.0242518259927,0.000347477333515,0.999999837341,0.000272325627389,-0.000361130836198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.703000,26831,537,687000000,,0.600274747795,0.249437438048,0.0242518242204,0.0003474804581,0.999999837339,0.000272329526281,-0.00036113053248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.707000,26832,537,707000000,,0.600274736087,0.249437449544,0.0242518714985,0.000347485271699,0.999999837343,0.000272320600235,-0.000361121448108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.738000,26833,537,727000000,,0.600274738683,0.249437447055,0.0242518684078,0.000347477449645,0.999999837348,0.000272320806949,-0.00036111491997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.768000,26834,537,747000000,,0.600274734633,0.249437458133,0.0242518309491,0.000347471021011,0.999999837339,0.000272341961028,-0.000361131551482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.804000,26835,537,767000000,,0.600274741572,0.249437445066,0.0242518364722,0.0003474826485,0.999999837337,0.000272334583561,-0.000361131286989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.804000,26836,537,787000000,,0.600274738143,0.24943745801,0.0242518689026,0.000347464241852,0.999999837356,0.000272313840262,-0.000361112456439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.837000,26837,537,807000000,,0.600274738285,0.24943745763,0.0242518672907,0.000347470830029,0.999999837352,0.000272318275513,-0.000361112255636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.837000,26838,537,827000000,,0.600274731302,0.249437459548,0.0242518305407,0.000347474366709,0.999999837335,0.000272344277244,-0.000361137527006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970/01/01/08:08:57.865000,26839,537,847000000,,0.600274738904,0.249437444897,0.0242518384392,0.000347486252175,0.999999837332,0.00027234587306,-0.000361131589772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
